IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point
25245;Jasmina;Gassner;AUT;484;1812;2;906.0
1133;Briohny;Seaman;AUS;485;1811;3;603.7
5436;Aliya;Sitdikova;RUS;486;1807;2;903.5
19079;Fay;Walsh;GBR;487;1805;2;902.5
4318;Magdalena;Olsson;SWE;488;1797;2;898.5
4799;Tessa;Ramsden;NZL;489;1795;3;598.3
31778;Tova;Olsson;SWE;490;1794;2;897.0
3982;Tamsin;Moran;GBR;491;1776;2;888.0
24934;Tereza;Smelikova;SVK;492;1774;3;591.3
32917;Emma;Helmersson;SWE;492;1774;2;887.0
28428;Anni;Haanpaa;FIN;494;1773;2;886.5
1946;Ewa;Gwozdz;POL;495;1766;2;883.0
19727;Piia;Latva-Kiskola;FIN;496;1758;2;879.0
4749;Sanna;Pusa;FIN;497;1756;2;878.0
18814;Sanni;Kymalainen;FIN;497;1756;2;878.0
28059;Sarah;Lim;AUS;499;1755;4;438.8
23422;Aada;Forsman;FIN;500;1751;3;583.7
25345;Barbora;Chaloupska;CZE;501;1749;2;874.5
27688;Sonja;Julkunen;FIN;501;1749;2;874.5
25203;Hanna;Hugosson;SWE;503;1746;2;873.0
5021;Mathilde;Rundhaug;NOR;504;1738;3;579.3
19072;Ingunn Egeberg;Vari;NOR;505;1730;2;865.0
2943;Greta;Knarston;NZL;506;1724;2;862.0
4160;Marjo;Niittynen;FIN;507;1722;2;861.0
31988;Hilla;Pitkanen;FIN;507;1722;2;861.0
28504;Hanga;Szuromi;HUN;509;1712;2;856.0
19874;Hanga;Morandini;HUN;510;1711;2;855.5
19953;Michaela;Chmelarova;CZE;510;1711;2;855.5
4955;Edineia;Roniak dos Santos;BRA;512;1701;3;567.0
6463;Yi Shan;Wong;HKG;513;1697;4;424.3
2995;Siri;Kollerud;NOR;514;1692;2;846.0
28501;Vanda;Vekony;HUN;514;1692;2;846.0
3450;Jessica;Limpach;BEL;516;1691;3;563.7
25262;Kaja WInsnes;Nordhagen;NOR;517;1690;2;845.0
6121;Indre;Valaite;LTU;518;1686;2;843.0
22971;Agnes Rebeka;Neda;ROU;519;1681;2;840.5
2117;Pim;Hedberg;SWE;520;1672;2;836.0
20086;Emmi;Jokela;FIN;521;1666;2;833.0
22871;Chloe;Dudoignon;FRA;522;1665;2;832.5
2349;Diane;Hueber;FRA;523;1652;2;826.0
5985;Heike;Torggler;ITA;523;1652;2;826.0
32901;Gabriela;Simunkova;CZE;525;1650;2;825.0
32077;Selja;Kaartinen;FIN;526;1648;2;824.0
2936;Therese;Klintberg;SWE;527;1647;2;823.5
19735;Linda;Talbonen;FIN;528;1643;2;821.5
4840;Kirti;Rebane;EST;529;1640;2;820.0
4384;Laura;Hyyrylainen;FIN;530;1635;2;817.5
2617;Shannon;Jones;AUS;531;1632;2;816.0
19185;Arianna;Taufer;ITA;532;1626;3;542.0
28600;Barbora;Vyhnalkova;CZE;533;1624;2;812.0
21520;Pippa;Dakin;GBR;534;1623;2;811.5
19333;Sara;Lundsten;SWE;535;1622;2;811.0
24083;Jutta;Jussila;FIN;536;1618;3;539.3
