IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point
6711;Alime;Cinar;TUR;1593;20;2;10.0
19000;Cristina;Bellotti;ITA;1593;20;2;10.0
21104;Yuk Ching Winsome;Fung;HKG;1593;20;2;10.0
21596;Joana;Marques;POR;1593;20;2;10.0
22379;Chiara;Sanzovo;ITA;1593;20;2;10.0
22415;Jovana;Jankovic;SRB;1593;20;3;6.7
23406;Chu Hsien;Wang;TPE;1593;20;3;6.7
25910;Iulia;Naghibina;MDA;1593;20;2;10.0
26485;Gozde Tugce;Yalabacoglu;TUR;1593;20;3;6.7
28009;Sau Man Priscilla;HO;HKG;1593;20;2;10.0
28092;Honami;Inagaki;JPN;1593;20;2;10.0
28219;Natalia;Caetano de Araujo;BRA;1593;20;2;10.0
28404;Elisabeth;Fink;AUT;1593;20;2;10.0
31939;Sonia;Silva;POR;1593;20;3;6.7
32918;Helise;Fontaine;FRA;1593;20;2;10.0
32955;Olga;Yatskevich;BLR;1593;20;2;10.0
33942;Jessica Paola;Barrera Ruiz;COL;1593;20;2;10.0
34629;Isara;Soto Ramirez;CHI;1593;20;2;10.0
35874;Betul;Esner;TUR;1593;20;3;6.7
18958;Monika;Kovaljesko;CRO;1618;19;1;19.0
2786;Rasa;Kaunelyte;LTU;1619;16;1;16.0
2773;Hanna;Kastramina;BLR;1620;15;1;15.0
